id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
8024,TOI-1478 b,499,0.851 Jupiters,10.723,2021
8025,TOI-125 c,362,6.63 Earths,11.023,2019
8026,TOI-125 d,362,13.6 Earths,11.023,2020
8027,TOI-1260 b,240,8.6 Earths,11.922,2021
8028,TOI-1260 c,240,11.8 Earths,11.922,2021
8029,TOI-1266 b,117,13.5 Earths,12.941,2020
8030,TOI-1266 c,117,2.2 Earths,12.941,2020
8031,TOI-1268 b,357,0.30331 Jupiters,10.92,2022
8032,TOI-1272 b,449,24.6 Earths,11.758,2022
8033,TOI-1272 c,449,26.7 Earths,11.758,2022
8034,TOI-1278 b,247,18.5 Jupiters,13.502,2021
8035,TOI-1296 b,1054,0.298 Jupiters,11.37,2021
8036,TOI-1298 b,1041,0.356 Jupiters,11.889,2021
8037,TOI-132 b,534,22.4 Earths,11.197,2020
8038,TOI-1333 b,654,2.37 Jupiters,9.438,2021
8039,TOI-1338 b,1302,33 Earths,11.722,2020
8040,TOI-1411 b,106,2.42 Earths,10.51,2022
8041,TOI-1422 b,506,9 Earths,10.622,2022
8042,TOI-1431 b,486,3.12 Jupiters,8.03,2021
8043,TOI-1442 b,134,1.71 Earths,15.39,2022
8044,TOI-1444 b,409,3.87 Earths,10.936,2021
8045,TOI-1444 c,409,11.8 Earths,10.936,2021
8046,TOI-1452 b,100,4.82 Earths,14.354,2022
8047,TOI-1468 b,81,3.21 Earths,12.5,2022
8048,TOI-1468 c,81,6.64 Earths,12.5,2022
8049,TOI-1478 b,499,0.851 Jupiters,10.723,2021
8050,TOI-150.01,1097,2.51 Jupiters,11.39,2019
8051,TOI-1516 b,806,3.16 Jupiters,10.858,2022
8052,TOI-1518 b,737,2.3 Jupiters,8.952,2021
8053,TOI-157 b,1160,1.18 Jupiters,12.725,2020
8054,TOI-1601 b,1098,0.99 Jupiters,10.66,2021
8055,TOI-1634 b,115,4.91 Earths,13.217,2021
8056,TOI-163 b,1343,1.22 Jupiters,11.467,2019
8057,TOI-1670 b,548,0.13 Jupiters,9.889,2022
8058,TOI-1670 c,548,0.63 Jupiters,9.889,2022
8059,TOI-1685 b,123,3.78 Earths,13.378,2021
8060,TOI-1693 b,100,2.57 Earths,12.962,2022
8061,TOI-1696 b,212,0.15354 Jupiters,16.82,2022
8062,TOI-169 b,1330,0.791 Jupiters,12.355,2020
8063,TOI-1710 b,265,28.3 Earths,9.545,2022
8064,TOI-1728 b,198,26.78 Earths,12.39,2020
8065,TOI-172 b,1118,5.42 Jupiters,11.299,2019
8066,TOI-1749 b,325,0.17934 Jupiters,13.86,2021
8067,TOI-1749 c,325,14 Earths,13.86,2021
8068,TOI-1749 d,325,15 Earths,13.86,2021
8069,TOI-1759 b,131,10.8 Earths,11.93,2022
8070,TOI-1789 b,747,0.7 Jupiters,9.721,2021
8071,TOI-178 b,205,1.5 Earths,11.955,2021
8072,TOI-178 c,205,4.77 Earths,11.955,2021
8073,TOI-178 d,205,3.01 Earths,11.955,2021
8074,TOI-178 e,205,3.86 Earths,11.955,2021
8075,TOI-150.01,1097,2.51 Jupiters,11.39,2019
8076,TOI-1516 b,806,3.16 Jupiters,10.858,2022
8077,TOI-1518 b,737,2.3 Jupiters,8.952,2021
8078,TOI-157 b,1160,1.18 Jupiters,12.725,2020
8079,TOI-1601 b,1098,0.99 Jupiters,10.66,2021
8080,TOI-1634 b,115,4.91 Earths,13.217,2021
8081,TOI-163 b,1343,1.22 Jupiters,11.467,2019
8082,TOI-1670 b,548,0.13 Jupiters,9.889,2022
8083,TOI-1670 c,548,0.63 Jupiters,9.889,2022
8084,TOI-1685 b,123,3.78 Earths,13.378,2021
8085,TOI-1693 b,100,2.57 Earths,12.962,2022
8086,TOI-1696 b,212,0.15354 Jupiters,16.82,2022
8087,TOI-169 b,1330,0.791 Jupiters,12.355,2020
8088,TOI-1710 b,265,28.3 Earths,9.545,2022
8089,TOI-1728 b,198,26.78 Earths,12.39,2020
8090,TOI-172 b,1118,5.42 Jupiters,11.299,2019
8091,TOI-1749 b,325,0.17934 Jupiters,13.86,2021
8092,TOI-1749 c,325,14 Earths,13.86,2021
8093,TOI-1749 d,325,15 Earths,13.86,2021
8094,TOI-1759 b,131,10.8 Earths,11.93,2022
8095,TOI-1789 b,747,0.7 Jupiters,9.721,2021
8096,TOI-178 b,205,1.5 Earths,11.955,2021
8097,TOI-178 c,205,4.77 Earths,11.955,2021
8098,TOI-178 d,205,3.01 Earths,11.955,2021
8099,TOI-178 e,205,3.86 Earths,11.955,2021
8100,TOI-178 f,205,7.72 Earths,11.955,2021
8101,TOI-178 g,205,3.94 Earths,11.955,2021
8102,TOI-1807 b,139,2.57 Earths,10,2021
8103,TOI-1820 b,811,2.3 Jupiters,10.899,2022
8104,TOI-1842 b,729,0.214 Jupiters,9.815,2021
8105,TOI-1860 b,150,2.27 Earths,8.4,2022
8106,TOI-1899 b,419,0.66 Jupiters,14.88,2020
8107,TOI-201 b,371,0.42 Jupiters,9.07,2021
8108,TOI-2025 b,1096,4.4 Jupiters,11.599,2022
8109,TOI-2046 b,945,2.3 Jupiters,11.552,2022
8110,TOI-2048 b,380,4.9 Earths,11.431,2022
8111,TOI-206 b,156,2.24 Earths,14.938,2022
8112,TOI-2076 b,137,6.89 Earths,9.139,2021
8113,TOI-2076 c,137,12 Earths,9.139,2021
8114,TOI-2076 d,137,10.5 Earths,9.139,2021
8115,TOI-2081 b,203,4.82 Earths,13.369,2022
8116,TOI-2109 b,855,5.02 Jupiters,10.217,2021
8117,TOI-2136 b,109,6.37 Earths,14.32,2022
8118,TOI-2158 b,647,0.82 Jupiters,10.887,2022
8119,TOI-216.01,580,0.56 Jupiters,12.324,2019
8120,TOI-216.02,580,18.75188 Earths,12.324,2019
8121,TOI-2180 b,381,2.755 Jupiters,9.162,2022
8122,TOI-2184 b,2571,0.65 Jupiters,12.254,2022
8123,TOI-2193 A b,1100,0.94 Jupiters,11.976,2022
8124,TOI-2196 b,848,26 Earths,12.297,2022
8125,TOI-178 f,205,7.72 Earths,11.955,2021
8126,TOI-178 g,205,3.94 Earths,11.955,2021
8127,TOI-1807 b,139,2.57 Earths,10,2021
8128,TOI-1820 b,811,2.3 Jupiters,10.899,2022
8129,TOI-1842 b,729,0.214 Jupiters,9.815,2021
8130,TOI-1860 b,150,2.27 Earths,8.4,2022
8131,TOI-1899 b,419,0.66 Jupiters,14.88,2020
8132,TOI-201 b,371,0.42 Jupiters,9.07,2021
8133,TOI-2025 b,1096,4.4 Jupiters,11.599,2022
8134,TOI-2046 b,945,2.3 Jupiters,11.552,2022
8135,TOI-2048 b,380,4.9 Earths,11.431,2022
8136,TOI-206 b,156,2.24 Earths,14.938,2022
8137,TOI-2076 b,137,6.89 Earths,9.139,2021
8138,TOI-2076 c,137,12 Earths,9.139,2021
8139,TOI-2076 d,137,10.5 Earths,9.139,2021
8140,TOI-2081 b,203,4.82 Earths,13.369,2022
8141,TOI-2109 b,855,5.02 Jupiters,10.217,2021
8142,TOI-2136 b,109,6.37 Earths,14.32,2022
8143,TOI-2158 b,647,0.82 Jupiters,10.887,2022
8144,TOI-216.01,580,0.56 Jupiters,12.324,2019
8145,TOI-216.02,580,18.75188 Earths,12.324,2019
8146,TOI-2180 b,381,2.755 Jupiters,9.162,2022
8147,TOI-2184 b,2571,0.65 Jupiters,12.254,2022
8148,TOI-2193 A b,1100,0.94 Jupiters,11.976,2022
8149,TOI-2196 b,848,26 Earths,12.297,2022
8150,TOI-2202 b,770,0.978 Jupiters,13.004,2021
8151,TOI-2202 c,770,0.369 Jupiters,13.004,2021
8152,TOI-2207 b,1218,0.64 Jupiters,11.316,2022
8153,TOI-220 b,296,13.8 Earths,10.466,2021
8154,TOI-2236 b,1160,1.58 Jupiters,11.6,2022
8155,TOI-2257 b,189,5.45 Earths,15.211,2021
8156,TOI-2260 b,330,3.26 Earths,10.474,2022
8157,TOI-2285 b,138,19.5 Earths,13.403,2021
8158,TOI-2337 b,1749,1.6 Jupiters,12.524,2022
8159,TOI-237 b,124,2.67 Earths,16.37,2020
8160,TOI-2406 b,181,8.96 Earths,15.6955,2021
8161,TOI-2411 b,194,3.46 Earths,11.272,2022
8162,TOI-2421 b,1070,0.333 Jupiters,11.419,2022
8163,TOI-2427 b,93,3.89 Earths,10.295,2022
8164,TOI-2445 b,158,2.1 Earths,15.692,2022
8165,TOI-251 b,325,1 Jupiter,9.887,2021
8166,TOI-2545 b,349,8 Earths,9.521,2022
8167,TOI-2567 b,1647,0.201 Jupiters,12.3,2022
8168,TOI-2570 b,1180,0.82 Jupiters,12.569,2022
8169,TOI-257 b,251,0.138 Jupiters,7.57,2021
8170,TOI-2669 b,1283,0.61 Jupiters,10.916,2022
8171,TOI-269 b,186,8.8 Earths,14.37,2021
8172,TOI-270 b,73,1.58 Earths,12.603,2019
8173,TOI-270 c,73,6.15 Earths,12.603,2019
8174,TOI-270 d,73,4.78 Earths,12.603,2019
8175,TOI-2202 b,770,0.978 Jupiters,13.004,2021
8176,TOI-2202 c,770,0.369 Jupiters,13.004,2021
8177,TOI-2207 b,1218,0.64 Jupiters,11.316,2022
8178,TOI-220 b,296,13.8 Earths,10.466,2021
8179,TOI-2236 b,1160,1.58 Jupiters,11.6,2022
8180,TOI-2257 b,189,5.45 Earths,15.211,2021
8181,TOI-2260 b,330,3.26 Earths,10.474,2022
8182,TOI-2285 b,138,19.5 Earths,13.403,2021
8183,TOI-2337 b,1749,1.6 Jupiters,12.524,2022
8184,TOI-237 b,124,2.67 Earths,16.37,2020
8185,TOI-2406 b,181,8.96 Earths,15.6955,2021
8186,TOI-2411 b,194,3.46 Earths,11.272,2022
8187,TOI-2421 b,1070,0.333 Jupiters,11.419,2022
8188,TOI-2427 b,93,3.89 Earths,10.295,2022
8189,TOI-2445 b,158,2.1 Earths,15.692,2022
8190,TOI-251 b,325,1 Jupiter,9.887,2021
8191,TOI-2545 b,349,8 Earths,9.521,2022
8192,TOI-2567 b,1647,0.201 Jupiters,12.3,2022
8193,TOI-2570 b,1180,0.82 Jupiters,12.569,2022
8194,TOI-257 b,251,0.138 Jupiters,7.57,2021
8195,TOI-2669 b,1283,0.61 Jupiters,10.916,2022
8196,TOI-269 b,186,8.8 Earths,14.37,2021
8197,TOI-270 b,73,1.58 Earths,12.603,2019
8198,TOI-270 c,73,6.15 Earths,12.603,2019
8199,TOI-270 d,73,4.78 Earths,12.603,2019
8200,TOI-3331 A b,708,2.27 Jupiters,11.635,2022
8201,TOI-3362 b,1197,5.029 Jupiters,10.86,2021
8202,TOI-3540 A b,,1.18 Jupiters,11.514,2022
8203,TOI-3629 b,424,0.26 Jupiters,14.639,2022
8204,TOI-3693 b,576,1.02 Jupiters,11.948,2022
8205,TOI-3714 b,368,0.7 Jupiters,15.7,2022
8206,TOI-3757 b,591,0.26838 Jupiters,14.812,2022
8207,TOI-3884 b,141,16.5 Earths,15.744,2022
8208,TOI-411 b,205,3.61 Earths,8.270001,2022
8209,TOI-411 c,205,7.95 Earths,8.270001,2022
8210,TOI-4137 b,1093,1.44 Jupiters,11.31,2022
8211,TOI-421 b,244,7.17 Earths,9.931,2020
8212,TOI-421 c,244,16.42 Earths,9.931,2020
8213,TOI-431 b,106,3.07 Earths,9.12,2021
8214,TOI-431 c,106,2.83 Earths,9.12,2021
8215,TOI-431 d,106,9.9 Earths,9.12,2021
8216,TOI-4329 b,2339,0.45 Jupiters,12.724,2022
8217,TOI-4479 b,263,8.35 Earths,15.18,2022
8218,TOI-451 b,404,4.31 Earths,10.939,2020
8219,TOI-451 c,404,9.8 Earths,10.939,2020
8220,TOI-451 d,404,15.6 Earths,10.939,2020
8221,TOI-481 b,585,1.53 Jupiters,9.972,2020
8222,TOI-500 b,155,1.42 Earths,10.54,2022
8223,TOI-500 c,155,5.03 Earths,10.54,2022
8224,TOI-500 d,155,33.12 Earths,10.54,2022
8225,TOI-500 e,155,15.05 Earths,10.54,2022
8226,TOI-5153 b,1274,3.26 Jupiters,11.932,2022
8227,TOI-5174 b,643,24.8 Earths,11.583,2022
8228,TOI-519 b,377,14 Jupiters,17.35,2021
8229,TOI-5238 b,948,23.7 Earths,12.214,2022
8230,TOI-530 b,485,0.4 Jupiters,15.403,2021
8231,TOI-532 b,441,0.1935 Jupiters,14.413,2021
8232,TOI-5398 b,427,Unknown,10.059,2022
8233,TOI-540 b,46,0.674 Earths,14.823,2020
8234,TOI-544 b,134,4.78 Earths,10.777,2022
8235,TOI-5542 b,1138,1.32 Jupiters,12.42,2022
8236,TOI-558 b,1313,3.61 Jupiters,11.233,2021
8237,TOI-559 b,761,6.01 Jupiters,11.091,2021
8238,TOI-561 b,280,1.59 Earths,10.252,2020
8239,TOI-561 c,280,5.4 Earths,10.252,2020
8240,TOI-561 d,280,11.95 Earths,10.252,2020
8241,TOI-561 e,280,16 Earths,10.252,2020
8242,TOI-561 f,280,3 Earths,10.252,2020
8243,TOI-564 b,651,1.463 Jupiters,11.097,2020
8244,TOI-620 b,108,13.6 Earths,12.262,2022
8245,TOI-628 b,583,6.33 Jupiters,10.112,2021
8246,TOI-640 b,1116,0.88 Jupiters,10.51,2021
8247,TOI-674 b,150,23.6 Earths,14.203,2021
8248,TOI-677 b,463,1.236 Jupiters,9.822,2020
8249,TOI-700 b,102,1.11 Earths,13.151,2020
8250,TOI-500 e,155,15.05 Earths,10.54,2022
8251,TOI-5153 b,1274,3.26 Jupiters,11.932,2022
8252,TOI-5174 b,643,24.8 Earths,11.583,2022
8253,TOI-519 b,377,14 Jupiters,17.35,2021
8254,TOI-5238 b,948,23.7 Earths,12.214,2022
8255,TOI-530 b,485,0.4 Jupiters,15.403,2021
8256,TOI-532 b,441,0.1935 Jupiters,14.413,2021
8257,TOI-5398 b,427,Unknown,10.059,2022
8258,TOI-540 b,46,0.674 Earths,14.823,2020
8259,TOI-544 b,134,4.78 Earths,10.777,2022
8260,TOI-5542 b,1138,1.32 Jupiters,12.42,2022
8261,TOI-558 b,1313,3.61 Jupiters,11.233,2021
8262,TOI-559 b,761,6.01 Jupiters,11.091,2021
8263,TOI-561 b,280,1.59 Earths,10.252,2020
8264,TOI-561 c,280,5.4 Earths,10.252,2020
8265,TOI-561 d,280,11.95 Earths,10.252,2020
8266,TOI-561 e,280,16 Earths,10.252,2020
8267,TOI-561 f,280,3 Earths,10.252,2020
8268,TOI-564 b,651,1.463 Jupiters,11.097,2020
8269,TOI-620 b,108,13.6 Earths,12.262,2022
8270,TOI-628 b,583,6.33 Jupiters,10.112,2021
8271,TOI-640 b,1116,0.88 Jupiters,10.51,2021
8272,TOI-674 b,150,23.6 Earths,14.203,2021
8273,TOI-677 b,463,1.236 Jupiters,9.822,2020
8274,TOI-700 b,102,1.11 Earths,13.151,2020
8275,TOI-500 e,155,15.05 Earths,10.54,2022
8276,TOI-5153 b,1274,3.26 Jupiters,11.932,2022
8277,TOI-5174 b,643,24.8 Earths,11.583,2022
8278,TOI-519 b,377,14 Jupiters,17.35,2021
8279,TOI-5238 b,948,23.7 Earths,12.214,2022
8280,TOI-530 b,485,0.4 Jupiters,15.403,2021
8281,TOI-532 b,441,0.1935 Jupiters,14.413,2021
8282,TOI-5398 b,427,Unknown,10.059,2022
8283,TOI-540 b,46,0.674 Earths,14.823,2020
8284,TOI-544 b,134,4.78 Earths,10.777,2022
8285,TOI-5542 b,1138,1.32 Jupiters,12.42,2022
8286,TOI-558 b,1313,3.61 Jupiters,11.233,2021
8287,TOI-559 b,761,6.01 Jupiters,11.091,2021
8288,TOI-561 b,280,1.59 Earths,10.252,2020
8289,TOI-561 c,280,5.4 Earths,10.252,2020
8290,TOI-561 d,280,11.95 Earths,10.252,2020
8291,TOI-561 e,280,16 Earths,10.252,2020
8292,TOI-561 f,280,3 Earths,10.252,2020
8293,TOI-564 b,651,1.463 Jupiters,11.097,2020
8294,TOI-620 b,108,13.6 Earths,12.262,2022
8295,TOI-628 b,583,6.33 Jupiters,10.112,2021
8296,TOI-640 b,1116,0.88 Jupiters,10.51,2021
8297,TOI-674 b,150,23.6 Earths,14.203,2021
8298,TOI-677 b,463,1.236 Jupiters,9.822,2020
8299,TOI-700 b,102,1.11 Earths,13.151,2020
8300,TOI-500 e,155,15.05 Earths,10.54,2022
8301,TOI-5153 b,1274,3.26 Jupiters,11.932,2022
8302,TOI-5174 b,643,24.8 Earths,11.583,2022
8303,TOI-519 b,377,14 Jupiters,17.35,2021
8304,TOI-5238 b,948,23.7 Earths,12.214,2022
8305,TOI-530 b,485,0.4 Jupiters,15.403,2021
8306,TOI-532 b,441,0.1935 Jupiters,14.413,2021
8307,TOI-5398 b,427,Unknown,10.059,2022
8308,TOI-540 b,46,0.674 Earths,14.823,2020
8309,TOI-544 b,134,4.78 Earths,10.777,2022
8310,TOI-5542 b,1138,1.32 Jupiters,12.42,2022
8311,TOI-558 b,1313,3.61 Jupiters,11.233,2021
8312,TOI-559 b,761,6.01 Jupiters,11.091,2021
8313,TOI-561 b,280,1.59 Earths,10.252,2020
8314,TOI-561 c,280,5.4 Earths,10.252,2020
8315,TOI-561 d,280,11.95 Earths,10.252,2020
8316,TOI-561 e,280,16 Earths,10.252,2020
8317,TOI-561 f,280,3 Earths,10.252,2020
8318,TOI-564 b,651,1.463 Jupiters,11.097,2020
8319,TOI-620 b,108,13.6 Earths,12.262,2022
8320,TOI-628 b,583,6.33 Jupiters,10.112,2021
8321,TOI-640 b,1116,0.88 Jupiters,10.51,2021
8322,TOI-674 b,150,23.6 Earths,14.203,2021
8323,TOI-677 b,463,1.236 Jupiters,9.822,2020
8324,TOI-700 b,102,1.11 Earths,13.151,2020
8325,TRAPPIST-1 f,41,1.039 Earths,17.02,2017
8326,TRAPPIST-1 g,41,1.321 Earths,17.02,2017
8327,TRAPPIST-1 h,41,0.326 Earths,17.02,2017
8328,TrES-1 b,521,0.84 Jupiters,11.424,2004
8329,TrES-2 b,702,1.49 Jupiters,11.254,2006
8330,TrES-3 b,755,1.91 Jupiters,12.362,2007
8331,TrES-4 b,1683,0.78 Jupiters,11.932,2007
8332,TrES-5 b,1175,1.79 Jupiters,13.677,2011
8333,TYC 0434-04538-1 b,2001,6.1 Jupiters,10.247,2021
8334,TYC 1422-614-1 b,2193,2.5 Jupiters,10.193,2014
8335,TYC 1422-614-1 c,2193,10 Jupiters,10.193,2014
8336,TYC 2187-512-1 b,50,0.33 Jupiters,10.58,2022
8337,TYC 3318-01333-1 b,1600,3.42 Jupiters,9.901,2018
8338,TYC 3667-1280-1 b,1558,5.4 Jupiters,9.856,2016
8339,TYC 4282-00605-1 b,1514,10.78 Jupiters,10.465,2017
8340,TYC 8998-760-1 b,309,14 Jupiters,11.124,2020
8341,TYC 8998-760-1 c,309,6 Jupiters,11.124,2020
8342,UKIRT-2017-BLG-001L b,20551,1.28 Jupiters,,2018
8343,Upsilon Andromedae b,44,0.6876 Jupiters,4.09565,1996
8344,Upsilon Andromedae c,44,13.98 Jupiters,4.09565,1999
8345,Upsilon Andromedae d,44,10.25 Jupiters,4.09565,1999
8346,Upsilon Leonis b,172,0.51 Jupiters,4.3049,2021
8347,USco1556 b,459,15 Jupiters,15.36,2019
8348,USco1621 b,450,16 Jupiters,15.543,2019
8349,USco CTIO 108 b,470,14 Jupiters,17.4229,2008
8350,TRAPPIST-1 f,41,1.039 Earths,17.02,2017
8351,TRAPPIST-1 g,41,1.321 Earths,17.02,2017
8352,TRAPPIST-1 h,41,0.326 Earths,17.02,2017
8353,TrES-1 b,521,0.84 Jupiters,11.424,2004
8354,TrES-2 b,702,1.49 Jupiters,11.254,2006
8355,TrES-3 b,755,1.91 Jupiters,12.362,2007
8356,TrES-4 b,1683,0.78 Jupiters,11.932,2007
8357,TrES-5 b,1175,1.79 Jupiters,13.677,2011
8358,TYC 0434-04538-1 b,2001,6.1 Jupiters,10.247,2021
8359,TYC 1422-614-1 b,2193,2.5 Jupiters,10.193,2014
8360,TYC 1422-614-1 c,2193,10 Jupiters,10.193,2014
8361,TYC 2187-512-1 b,50,0.33 Jupiters,10.58,2022
8362,TYC 3318-01333-1 b,1600,3.42 Jupiters,9.901,2018
8363,TYC 3667-1280-1 b,1558,5.4 Jupiters,9.856,2016
8364,TYC 4282-00605-1 b,1514,10.78 Jupiters,10.465,2017
8365,TYC 8998-760-1 b,309,14 Jupiters,11.124,2020
8366,TYC 8998-760-1 c,309,6 Jupiters,11.124,2020
8367,UKIRT-2017-BLG-001L b,20551,1.28 Jupiters,,2018
8368,Upsilon Andromedae b,44,0.6876 Jupiters,4.09565,1996
8369,Upsilon Andromedae c,44,13.98 Jupiters,4.09565,1999
8370,Upsilon Andromedae d,44,10.25 Jupiters,4.09565,1999
8371,Upsilon Leonis b,172,0.51 Jupiters,4.3049,2021
8372,USco1556 b,459,15 Jupiters,15.36,2019
8373,USco1621 b,450,16 Jupiters,15.543,2019
8374,USco CTIO 108 b,470,14 Jupiters,17.4229,2008
8375,WASP-120 b,1243,4.85 Jupiters,10.96,2016
8376,WASP-121 b,880,1.157 Jupiters,10.514,2016
8377,WASP-123 b,646,0.899 Jupiters,11.03,2016
8378,WASP-124 b,1463,0.6 Jupiters,12.724,2016
8379,WASP-126 b,706,0.28411 Jupiters,10.994,2016
8380,WASP-126 c,706,0.20199 Jupiters,10.994,2019
8381,WASP-127 b,520,0.1647 Jupiters,10.148,2016
8382,WASP-129 b,983,1 Jupiter,12.179,2016
8383,WASP-12 b,1394,1.465 Jupiters,11.569,2008
8384,WASP-130 b,562,1.23 Jupiters,11.104,2016
8385,WASP-131 b,653,0.27 Jupiters,10.068,2016
8386,WASP-132 b,401,0.41 Jupiters,11.938,2016
8387,WASP-132 c,401,37.35 Earths,11.938,2022
8388,WASP-133 b,1824,1.16 Jupiters,12.891,2016
8389,WASP-135 b,973,1.9 Jupiters,13.181,2015
8390,WASP-136 b,899,1.51 Jupiters,9.974,2016
8391,WASP-138 b,1351,1.22 Jupiters,11.796,2016
8392,WASP-139 b,693,37.18611 Earths,12.456,2016
8393,WASP-13 b,742,0.36 Jupiters,10.424,2009
8394,WASP-140 b,384,2.44 Jupiters,11.118,2016
8395,WASP-141 b,1685,2.69 Jupiters,12.65,2016
8396,WASP-142 b,2384,0.84 Jupiters,12.871,2016
8397,WASP-144 b,1160,0.44 Jupiters,13.085,2018
8398,WASP-145 A b,298,0.89 Jupiters,11.636,2018
8399,WASP-147 b,1423,0.275 Jupiters,12.681,2018
8400,WASP-120 b,1243,4.85 Jupiters,10.96,2016
8401,WASP-121 b,880,1.157 Jupiters,10.514,2016
8402,WASP-123 b,646,0.899 Jupiters,11.03,2016
8403,WASP-124 b,1463,0.6 Jupiters,12.724,2016
8404,WASP-126 b,706,0.28411 Jupiters,10.994,2016
8405,WASP-126 c,706,0.20199 Jupiters,10.994,2019
8406,WASP-127 b,520,0.1647 Jupiters,10.148,2016
8407,WASP-129 b,983,1 Jupiter,12.179,2016
8408,WASP-12 b,1394,1.465 Jupiters,11.569,2008
8409,WASP-130 b,562,1.23 Jupiters,11.104,2016
8410,WASP-131 b,653,0.27 Jupiters,10.068,2016
8411,WASP-132 b,401,0.41 Jupiters,11.938,2016
8412,WASP-132 c,401,37.35 Earths,11.938,2022
8413,WASP-133 b,1824,1.16 Jupiters,12.891,2016
8414,WASP-135 b,973,1.9 Jupiters,13.181,2015
8415,WASP-136 b,899,1.51 Jupiters,9.974,2016
8416,WASP-138 b,1351,1.22 Jupiters,11.796,2016
8417,WASP-139 b,693,37.18611 Earths,12.456,2016
8418,WASP-13 b,742,0.36 Jupiters,10.424,2009
8419,WASP-140 b,384,2.44 Jupiters,11.118,2016
8420,WASP-141 b,1685,2.69 Jupiters,12.65,2016
8421,WASP-142 b,2384,0.84 Jupiters,12.871,2016
8422,WASP-144 b,1160,0.44 Jupiters,13.085,2018
8423,WASP-145 A b,298,0.89 Jupiters,11.636,2018
8424,WASP-147 b,1423,0.275 Jupiters,12.681,2018
8425,WASP-120 b,1243,4.85 Jupiters,10.96,2016
8426,WASP-121 b,880,1.157 Jupiters,10.514,2016
8427,WASP-123 b,646,0.899 Jupiters,11.03,2016
8428,WASP-124 b,1463,0.6 Jupiters,12.724,2016
8429,WASP-126 b,706,0.28411 Jupiters,10.994,2016
8430,WASP-126 c,706,0.20199 Jupiters,10.994,2019
8431,WASP-127 b,520,0.1647 Jupiters,10.148,2016
8432,WASP-129 b,983,1 Jupiter,12.179,2016
8433,WASP-12 b,1394,1.465 Jupiters,11.569,2008
8434,WASP-130 b,562,1.23 Jupiters,11.104,2016
8435,WASP-131 b,653,0.27 Jupiters,10.068,2016
8436,WASP-132 b,401,0.41 Jupiters,11.938,2016
8437,WASP-132 c,401,37.35 Earths,11.938,2022
8438,WASP-133 b,1824,1.16 Jupiters,12.891,2016
8439,WASP-135 b,973,1.9 Jupiters,13.181,2015
8440,WASP-136 b,899,1.51 Jupiters,9.974,2016
8441,WASP-138 b,1351,1.22 Jupiters,11.796,2016
8442,WASP-139 b,693,37.18611 Earths,12.456,2016
8443,WASP-13 b,742,0.36 Jupiters,10.424,2009
8444,WASP-140 b,384,2.44 Jupiters,11.118,2016
8445,WASP-141 b,1685,2.69 Jupiters,12.65,2016
8446,WASP-142 b,2384,0.84 Jupiters,12.871,2016
8447,WASP-144 b,1160,0.44 Jupiters,13.085,2018
8448,WASP-145 A b,298,0.89 Jupiters,11.636,2018
8449,WASP-147 b,1423,0.275 Jupiters,12.681,2018
8450,WASP-120 b,1243,4.85 Jupiters,10.96,2016
8451,WASP-121 b,880,1.157 Jupiters,10.514,2016
8452,WASP-123 b,646,0.899 Jupiters,11.03,2016
8453,WASP-124 b,1463,0.6 Jupiters,12.724,2016
8454,WASP-126 b,706,0.28411 Jupiters,10.994,2016
8455,WASP-126 c,706,0.20199 Jupiters,10.994,2019
8456,WASP-127 b,520,0.1647 Jupiters,10.148,2016
8457,WASP-129 b,983,1 Jupiter,12.179,2016
8458,WASP-12 b,1394,1.465 Jupiters,11.569,2008
8459,WASP-130 b,562,1.23 Jupiters,11.104,2016
8460,WASP-131 b,653,0.27 Jupiters,10.068,2016
8461,WASP-132 b,401,0.41 Jupiters,11.938,2016
8462,WASP-132 c,401,37.35 Earths,11.938,2022
8463,WASP-133 b,1824,1.16 Jupiters,12.891,2016
8464,WASP-135 b,973,1.9 Jupiters,13.181,2015
8465,WASP-136 b,899,1.51 Jupiters,9.974,2016
8466,WASP-138 b,1351,1.22 Jupiters,11.796,2016
8467,WASP-139 b,693,37.18611 Earths,12.456,2016
8468,WASP-13 b,742,0.36 Jupiters,10.424,2009
8469,WASP-140 b,384,2.44 Jupiters,11.118,2016
8470,WASP-141 b,1685,2.69 Jupiters,12.65,2016
8471,WASP-142 b,2384,0.84 Jupiters,12.871,2016
8472,WASP-144 b,1160,0.44 Jupiters,13.085,2018
8473,WASP-145 A b,298,0.89 Jupiters,11.636,2018
8474,WASP-147 b,1423,0.275 Jupiters,12.681,2018
8475,WASP-173 A b,760,3.69 Jupiters,11.15,2018
8476,WASP-174 b,1338,0.33 Jupiters,11.803,2018
8477,WASP-175 b,1759,0.99 Jupiters,12.959,2019
8478,WASP-176 b,1854,0.855 Jupiters,12.006,2020
8479,WASP-177 b,577,0.508 Jupiters,12.312,2019
8480,WASP-178 b,1395,1.66 Jupiters,9.946,2019
8481,WASP-17 b,1324,0.78 Jupiters,11.588,2009
8482,WASP-180 A b,828,0.9 Jupiters,10.655,2019
8483,WASP-181 b,1427,0.299 Jupiters,12.924,2019
8484,WASP-182 b,1069,0.148 Jupiters,11.98,2019
8485,WASP-183 b,1061,0.502 Jupiters,13.081,2019
8486,WASP-184 b,2163,0.57 Jupiters,12.771,2019
8487,WASP-185 b,911,0.98 Jupiters,11.101,2019
